limiar_rad_s,frac_abaixo_pooled_pct,frac_abaixo_shoot_to_goal_pct
0.5,92.46734513983492,72.81553398058253
0.581,94.03264150439405,76.51283415347785
0.6,94.3344819296418,77.25761404442079
1.0,97.56390736437214,87.93722569490625
